,market_ret
2014-10-15,0.0060161688999999996
2014-10-16,-0.007233945699999999
2014-10-17,-0.0064990479999999995
2014-10-20,0.0066393756000000005
2014-10-21,-0.007243517299999999
2014-10-22,-0.005600821000000001
2014-10-23,-0.010373716
2014-10-24,-5.9937000000000006e-05
2014-10-27,-0.005144031100000001
2014-10-28,0.0207095851
2014-10-29,0.015038896500000001
2014-10-30,0.0076046236
2014-10-31,0.012171089500000001
2014-11-03,0.0040716013
2014-11-04,0.0002654286
2014-11-05,-0.0046995138
2014-11-06,0.0027322471999999998
2014-11-07,-0.0031712413
2014-11-10,0.0229520576
2014-11-11,-0.0016170286
2014-11-12,0.01004303
2014-11-13,-0.003555857
2014-11-14,-0.0027285097000000003
2014-11-17,-0.0019424534
2014-11-18,-0.0071313403
2014-11-19,-0.0021902274
2014-11-20,0.0006829904000000001
2014-11-21,0.0139159117
2014-11-24,0.0185331216
2014-11-25,0.013706931899999998
2014-11-26,0.0143122149
2014-11-27,0.010037456600000001
2014-11-28,0.0199008852
2014-12-01,-0.0009989433
2014-12-02,0.031113872100000002
2014-12-03,0.005782427999999999
2014-12-04,0.0431480199
2014-12-05,0.0131717812
2014-12-08,0.028121486299999998
2014-12-09,-0.0542963548
2014-12-10,0.0293169166
2014-12-11,-0.0048513506
2014-12-12,0.0042484935000000005
2014-12-15,0.0051896195
2014-12-16,0.0230569905
2014-12-17,0.013073561000000001
2014-12-18,-0.001143083
2014-12-19,0.016704709499999998
2014-12-22,0.0060635090999999995
2014-12-23,-0.030322835399999998
2014-12-24,-0.0198113046
2014-12-25,0.0336426992
2014-12-26,0.0276862501
2014-12-29,0.0032977547
2014-12-30,-0.0006947565999999999
2014-12-31,0.0217517448
2015-01-05,0.0358125402
2015-01-06,0.0002766736
2015-01-07,0.006715907100000001
2015-01-08,-0.0238586537
2015-01-09,-0.0024424191
2015-01-12,-0.0170742665
2015-01-13,0.0018533336
2015-01-14,-0.003976137
2015-01-15,0.0353825381
2015-01-16,0.012000761300000001
2015-01-19,-0.0770455754
2015-01-20,0.018194677
2015-01-21,0.0474492697
2015-01-22,0.0059372170999999994
2015-01-23,0.0025184366000000004
2015-01-26,0.0093735716
2015-01-27,-0.0089330104
2015-01-28,-0.014083675300000001
2015-01-29,-0.0131386698
2015-01-30,-0.0159218712
2015-02-02,-0.0255619069
2015-02-03,0.0244883803
2015-02-04,-0.0096043349
2015-02-05,-0.011844205299999999
2015-02-06,-0.0193283599
2015-02-09,0.0062475881
2015-02-10,0.015013615000000001
2015-02-11,0.00512829
2015-02-12,0.0049757672
2015-02-13,0.0095830487
2015-02-16,0.0057855808
2015-02-17,0.0076164603
2015-02-25,-0.005563142300000001
2015-02-26,0.0215296935
2015-02-27,0.0036211947
2015-03-02,0.007848828300000001
2015-03-03,-0.021950462900000002
2015-03-04,0.0050507929
2015-03-05,-0.0094699459
2015-03-06,-0.0022438214
2015-03-09,0.0188884504
2015-03-10,-0.0049479047
2015-03-11,0.0014704503999999998
2015-03-12,0.0177528943
2015-03-13,0.007042617300000001
2015-03-16,0.0226492783
2015-03-17,0.0155225473
2015-03-18,0.021255281799999998
2015-03-19,0.0013893156000000001
2015-03-20,0.0097834586
2015-03-23,0.0194646973
2015-03-24,0.0009984466999999999
2015-03-25,-0.008312
2015-03-26,0.0058370919
2015-03-27,0.0024445323
2015-03-30,0.025865488199999998
2015-03-31,-0.0102121499
2015-04-01,0.016647994
2015-04-02,0.0040653031
2015-04-03,0.009970505400000001
2015-04-07,0.0252201839
2015-04-08,0.0084397399
2015-04-09,-0.009331355099999999
2015-04-10,0.0193999597
2015-04-13,0.021665414900000003
2015-04-14,0.0033602516999999997
2015-04-15,-0.012429256900000001
2015-04-16,0.027094902900000002
2015-04-17,0.022044553499999998
2015-04-20,-0.016378388600000002
2015-04-21,0.0181514352
2015-04-22,0.024424827200000002
2015-04-23,0.0036407916
2015-04-24,-0.0047167204
2015-04-27,0.030432306699999998
2015-04-28,-0.0113047323
2015-04-29,9.04782e-05
2015-04-30,-0.0078105803
2015-05-04,0.0087375089
2015-05-05,-0.040566780600000005
2015-05-06,-0.016153698299999998
2015-05-07,-0.0276766701
2015-05-08,0.0227865087
2015-05-11,0.030354141600000002
2015-05-12,0.015607174100000001
2015-05-13,-0.0057845338
2015-05-14,0.0005829844
2015-05-15,-0.015901108900000002
2015-05-18,-0.0058486441
2015-05-19,0.0312971359
2015-05-20,0.0065049602
2015-05-21,0.0186973943
2015-05-22,0.028298091900000003
2015-05-25,0.033537043600000004
2015-05-26,0.0201709752
2015-05-27,0.0062752282999999996
2015-05-28,-0.0650478761
2015-05-29,-0.0018444825
2015-06-01,0.0470524817
2015-06-02,0.016937966
2015-06-03,-0.00011180060000000001
2015-06-04,0.00756093
2015-06-05,0.0153613166
2015-06-08,0.0216569622
2015-06-09,-0.0035751024
2015-06-10,-0.0014663245
2015-06-11,0.0030467079000000004
2015-06-12,0.0087389811
2015-06-15,-0.0200058262
2015-06-16,-0.0346753202
2015-06-17,0.0164639222
2015-06-18,-0.0367443714
2015-06-19,-0.0641523222
2015-06-23,0.021911549300000003
2015-06-24,0.0248350691
2015-06-25,-0.0346195346
2015-06-26,-0.0739668406
2015-06-29,-0.0333525453
2015-06-30,0.055314537000000004
2015-07-01,-0.052258733599999996
2015-07-02,-0.0347664875
2015-07-03,-0.0577216869
2015-07-06,0.02413858
2015-07-07,-0.0129206924
2015-07-08,-0.0590086224
2015-07-09,0.057635305600000006
2015-07-10,0.0454187095
2015-07-13,0.0238754755
2015-07-14,-0.0115607599
2015-07-15,-0.030267343699999998
2015-07-16,0.0045910568
2015-07-17,0.0350954593
2015-07-20,0.0087831468
2015-07-21,0.0064039323999999995
2015-07-22,0.0020833442999999997
2015-07-23,0.024311303
2015-07-24,-0.0128555734
2015-07-27,-0.0848336047
2015-07-28,-0.0167909872
2015-07-29,0.0344432207
2015-07-30,-0.022010742200000002
2015-07-31,-0.011344484399999999
2015-08-03,-0.0111418006
2015-08-04,0.0368874691
2015-08-05,-0.0164969677
2015-08-06,-0.008941249
2015-08-07,0.022576653000000002
2015-08-10,0.049198941999999996
2015-08-11,-0.0001290851
2015-08-12,-0.0105879508
2015-08-13,0.0175580764
2015-08-14,0.0027256662
2015-08-17,0.007145121599999999
2015-08-18,-0.0614732668
2015-08-19,0.012258135199999999
2015-08-20,-0.0342158558
2015-08-21,-0.0427222382
2015-08-24,-0.0849089899
2015-08-25,-0.0763068066
2015-08-26,-0.012708200400000001
2015-08-27,0.0533952245
2015-08-28,0.048241900500000004
2015-08-31,-0.008156296200000001
2015-09-01,-0.0122775353
2015-09-02,-0.0020390486
2015-09-07,-0.025235027099999998
2015-09-08,0.029227214799999998
2015-09-09,0.0229105173
2015-09-10,-0.013936004
2015-09-11,0.0007318881
2015-09-14,-0.026696706599999998
2015-09-15,-0.0351951555
2015-09-16,0.048945947299999994
2015-09-17,-0.0210014506
2015-09-18,0.0038418228
2015-09-21,0.0189232624
2015-09-22,0.009212239
2015-09-23,-0.0218891859
2015-09-24,0.008600693999999999
2015-09-25,-0.0160181086
2015-09-28,0.0027192615
2015-09-29,-0.0201947854
2015-09-30,0.0048202569
2015-10-08,0.0296699593
2015-10-09,0.012659808
2015-10-12,0.0328324922
2015-10-13,0.0016935133
2015-10-14,-0.0093490886
2015-10-15,0.023182516
2015-10-16,0.0159608852
2015-10-19,-0.0013715181000000002
2015-10-20,0.011406382799999998
2015-10-21,-0.0305530243
2015-10-22,0.014473769400000001
2015-10-23,0.0129707296
2015-10-26,0.0050248887
2015-10-27,0.0013864958999999998
2015-10-28,-0.0172201846
2015-10-29,0.0035906950999999997
2015-10-30,-0.0014035304000000002
2015-11-02,-0.0169920355
2015-11-03,-0.0025230035
2015-11-04,0.0430983804
2015-11-05,0.018261699899999997
2015-11-06,0.0190795807
2015-11-09,0.0158351496
2015-11-10,-0.0017537726
2015-11-11,0.0026820875
2015-11-12,-0.0047524972
2015-11-13,-0.014330913899999999
2015-11-16,0.0072939893
2015-11-17,-0.0005994803
2015-11-18,-0.0100775492
2015-11-19,0.0136177221
2015-11-20,0.0037150317
2015-11-23,-0.0055584638
2015-11-24,0.0016045671
2015-11-25,0.0087988136
2015-11-26,-0.0033931297999999998
2015-11-27,-0.0548057336
2015-11-30,0.0026487187000000002
2015-12-01,0.003164708
2015-12-02,0.0233186939
2015-12-03,0.0135481724
2015-12-04,-0.0166902768
2015-12-07,0.00338588
2015-12-08,-0.0189026791
2015-12-09,0.0006828681
2015-12-10,-0.0048796531999999995
2015-12-11,-0.006052330999999999
2015-12-14,0.0250647437
2015-12-15,-0.0029296143
2015-12-16,0.0016615703000000001
2015-12-17,0.0181481546
2015-12-18,-0.00028910620000000003
2015-12-21,0.0177447999
2015-12-22,0.0025518384
2015-12-23,-0.0042932641
2015-12-24,-0.0064915903
2015-12-25,0.0042710212
2015-12-28,-0.025947417700000003
2015-12-29,0.008477327
2015-12-30,0.0025647241999999996
2015-12-31,-0.009430498
2016-01-04,-0.0686384594
2016-01-05,-0.0025929402000000002
2016-01-06,0.0225472981
2016-01-07,-0.07044892080000001
2016-01-08,0.019651187400000002
2016-01-11,-0.053259904899999995
2016-01-12,0.0020409691999999998
2016-01-13,-0.024236642000000003
2016-01-14,0.0196813327
2016-01-15,-0.035469298399999995
2016-01-18,0.0044353788
2016-01-19,0.0322264456
2016-01-20,-0.010321805500000001
2016-01-21,-0.0323217637
2016-01-22,0.012525681500000002
2016-01-25,0.007527013
2016-01-26,-0.0642263184
2016-01-27,-0.005173858999999999
2016-01-28,-0.029206838199999998
2016-01-29,0.0308544652
2016-02-01,-0.017806107499999998
2016-02-02,0.0225806236
2016-02-03,-0.0037544052
2016-02-04,0.015250906500000001
2016-02-05,-0.006303795399999999
2016-02-15,-0.006258748
2016-02-16,0.0329091587
2016-02-17,0.0108465468
2016-02-18,-0.0015502184
2016-02-19,-0.001003181
2016-02-22,0.023480247200000002
2016-02-23,-0.0081457378
2016-02-24,0.0088054032
2016-02-25,-0.0640688505
2016-02-26,0.009471973500000001
2016-02-29,-0.0286320879
2016-03-01,0.0168122593
2016-03-02,0.04262852289999999
2016-03-03,0.0035361853
2016-03-04,0.0050315446
2016-03-07,0.008069524599999999
2016-03-08,0.0013967984
2016-03-09,-0.0133835989
2016-03-10,-0.0202022249
2016-03-11,0.0019898557
2016-03-14,0.017504137399999998
2016-03-15,0.0017027458000000001
2016-03-16,0.0021163482
2016-03-17,0.011984963900000001
2016-03-18,0.0173221722
2016-03-21,0.0215393466
2016-03-22,-0.006439309399999999
2016-03-23,0.0035330835
2016-03-24,-0.0162759638
2016-03-25,0.0062357943999999995
2016-03-28,-0.007254398
2016-03-29,-0.0128432427
2016-03-30,0.027677277299999997
2016-03-31,0.0010897657
2016-04-01,0.0018692273
2016-04-05,0.0144657139
2016-04-06,-0.0008100057
2016-04-07,-0.013824202
2016-04-08,-0.0077987781
2016-04-11,0.0164153063
2016-04-12,-0.003398532
2016-04-13,0.014218595700000001
2016-04-14,0.0051274392
2016-04-15,-0.0013771906000000001
2016-04-18,-0.014442920800000002
2016-04-19,0.0030204439999999997
2016-04-20,-0.0230834984
2016-04-21,-0.0066248759
2016-04-22,0.0021500963
2016-04-25,-0.0042477123
2016-04-26,0.0061187714
2016-04-27,-0.0037201066
2016-04-28,-0.0027362560000000003
2016-04-29,-0.0024663998
2016-05-03,0.0184863888
2016-05-04,-0.0004581235
2016-05-05,0.00219639
2016-05-06,-0.028218298399999998
2016-05-09,-0.0278503581
2016-05-10,0.0001687786
2016-05-11,0.0015695877
2016-05-12,-0.0004141645
2016-05-13,-0.0030865395000000003
2016-05-16,0.0084018692
2016-05-17,-0.002517835
2016-05-18,-0.0127194161
2016-05-19,-0.00021656169999999998
2016-05-20,0.0066183192
2016-05-23,0.0064279275000000006
2016-05-24,-0.0077291645
2016-05-25,-0.0023318493
2016-05-26,0.0026133124
2016-05-27,-0.0004949613
2016-05-30,0.0004980422
2016-05-31,0.0333628467
2016-06-01,-0.0010656185
2016-06-02,0.0040229853
2016-06-03,0.0045989562000000005
2016-06-06,-0.001559883
2016-06-07,0.000663577
2016-06-08,-0.0030265204
2016-06-13,-0.0321431121
2016-06-14,0.0032184156000000003
2016-06-15,0.0158402555
2016-06-16,-0.0049850894
2016-06-17,0.0042773348
2016-06-20,0.0012838353999999998
2016-06-21,-0.0035485212
2016-06-22,0.0093769172
2016-06-23,-0.0046772556
2016-06-24,-0.0130271511
2016-06-27,0.014510459
2016-06-28,0.0058203483
2016-06-29,0.0065354944
2016-06-30,-0.0006774476000000001
2016-07-01,0.0009796539
2016-07-04,0.019140139599999998
2016-07-05,0.005951942799999999
2016-07-06,0.0036256084
2016-07-07,-0.0001474832
2016-07-08,-0.0095308115
2016-07-11,0.0022833954000000003
2016-07-12,0.0181854789
2016-07-13,0.0037082936
2016-07-14,-0.0021795746
2016-07-15,9.10276e-05
2016-07-18,-0.0035137393
2016-07-19,-0.0022887641
2016-07-20,-0.0028643897
2016-07-21,0.0036688794
2016-07-22,-0.0086189281
2016-07-25,0.0009997292
2016-07-26,0.011385927799999999
2016-07-27,-0.0190701096
2016-07-28,0.0007767382000000001
2016-07-29,-0.0050041362
2016-08-01,-0.0087113283
2016-08-02,0.0060588105
2016-08-03,0.0024171409
2016-08-04,0.0013312244000000001
2016-08-05,-0.0019212546999999999
2016-08-08,0.0092656422
2016-08-09,0.0071245095
2016-08-10,-0.0022920460000000003
2016-08-11,-0.005335990499999999
2016-08-12,0.0159956012
2016-08-15,0.0244300673
2016-08-16,-0.0048502573
2016-08-17,-0.0001549821
2016-08-18,-0.0017497681
2016-08-19,0.0012847466
2016-08-22,-0.0074955713
2016-08-23,0.0015887552
2016-08-24,-0.0012383055
2016-08-25,-0.0056875186
2016-08-26,0.0006453024000000001
2016-08-29,-9.18474e-05
2016-08-30,0.0015146447
2016-08-31,0.0035171174
2016-09-01,-0.007190427700000001
2016-09-02,0.0013211221000000001
2016-09-05,0.0015462849
2016-09-06,0.0060603595
2016-09-07,0.00039311319999999996
2016-09-08,0.0013021002000000001
2016-09-09,-0.0055230149
2016-09-12,-0.0184737508
2016-09-13,0.0005072838
2016-09-14,-0.0068334485
2016-09-19,0.0077266622
2016-09-20,-0.0010082447
2016-09-21,0.0009507112
2016-09-22,0.0054328105
2016-09-23,-0.002766645
2016-09-26,-0.0176228849
2016-09-27,0.0059528323000000005
2016-09-28,-0.0034400962
2016-09-29,0.0035560592000000004
2016-09-30,0.0020743823
2016-10-10,0.0144573357
2016-10-11,0.0056122695
2016-10-12,-0.0022027567
2016-10-13,0.0009311759999999999
2016-10-14,0.0008045481
2016-10-17,-0.0073904738
2016-10-18,0.0140436267
2016-10-19,0.00027368170000000003
2016-10-20,-8.461059999999999e-05
2016-10-21,0.0021018279
2016-10-24,0.012069463600000002
2016-10-25,0.0011802137
2016-10-26,-0.0049895608
2016-10-27,-0.0012713746
2016-10-28,-0.0025961089999999997
2016-10-31,-0.0012170333
2016-11-01,0.0070775863999999996
2016-11-02,-0.006310137300000001
2016-11-03,0.0084451353
2016-11-04,-0.0011566232
2016-11-07,0.0025648598
2016-11-08,0.0046452133
2016-11-09,-0.0062003477
2016-11-10,0.0137170475
2016-11-11,0.0078081986999999995
2016-11-14,0.0044827293
2016-11-15,-0.0010543953
2016-11-16,-0.0006014993999999999
2016-11-17,0.0010595755
2016-11-18,-0.0048612212999999994
2016-11-21,0.0079214346
2016-11-22,0.0093855224
2016-11-23,-0.0022211263
2016-11-24,0.00018481170000000002
2016-11-25,0.0062318461000000006
2016-11-28,0.004617500399999999
2016-11-29,0.001807751
2016-11-30,-0.0100185079
2016-12-01,0.0071614635000000005
2016-12-02,-0.0090018999
2016-12-05,-0.0120640857
2016-12-06,-0.0015795506
2016-12-07,0.007061716500000001
2016-12-08,-0.0021339179
2016-12-09,0.005447902399999999
2016-12-12,-0.024718803600000002
2016-12-13,0.0006555724
2016-12-14,-0.0045977274
2016-12-15,-0.0072771133
2016-12-16,0.0017015874
2016-12-19,-0.0015681807
2016-12-20,-0.0048775777
2016-12-21,0.0111360561
2016-12-22,0.0006783577999999999
2016-12-23,-0.0093655222
2016-12-26,0.0039916346
2016-12-27,-0.0025315694
2016-12-28,-0.0039902537999999994
2016-12-29,-0.0019788632
2016-12-30,0.0024354859
2017-01-03,0.0104018276
2017-01-04,0.007293934199999999
2017-01-05,0.0020947552
2017-01-06,-0.003503463
2017-01-09,0.005362548700000001
2017-01-10,-0.0030161423999999996
2017-01-11,-0.0078812114
2017-01-12,-0.0055678267
2017-01-13,-0.0020915665999999998
2017-01-16,-0.0029993918000000004
2017-01-17,0.0017228045999999999
2017-01-18,0.0013631416
2017-01-19,-0.0037626257
2017-01-20,0.0070421132
2017-01-23,0.0043660882
2017-01-24,0.0018421788
2017-01-25,0.0022279336
2017-01-26,0.0030516377
2017-02-03,-0.0060129794
2017-02-06,0.005354423499999999
2017-02-07,-0.0012340893
2017-02-08,0.0044064742
2017-02-09,0.0051145226
2017-02-10,0.0042472001
2017-02-13,0.006300374199999999
2017-02-14,0.00033840670000000005
2017-02-15,-0.0015358641
2017-02-16,0.005176711499999999
2017-02-17,-0.0085281902
2017-02-20,0.011831607
2017-02-21,0.0041248641
2017-02-22,0.0024260404999999997
2017-02-23,-0.0030183198
2017-02-24,0.0006328707
2017-02-27,-0.0076142653999999995
2017-02-28,0.004049016999999999
2017-03-01,0.0016042036000000002
2017-03-02,-0.0052065741
2017-03-03,-0.0036273059000000002
2017-03-06,0.0048329376
2017-03-07,0.0026409878
2017-03-08,-0.0005371627999999999
2017-03-09,-0.0073808625999999995
2017-03-10,-0.0012390162
2017-03-13,0.0075524780000000005
2017-03-14,0.0007115794000000001
2017-03-15,0.0007507422
2017-03-16,0.008383008800000001
2017-03-17,-0.0096325856
2017-03-20,0.0041270481
2017-03-21,0.0033230506
2017-03-22,-0.005025431
2017-03-23,0.0010260322
2017-03-24,0.006432286200000001
2017-03-27,-0.0007615665
2017-03-28,-0.0042875703
2017-03-29,-0.0035762946
2017-03-30,-0.009587931400000001
2017-03-31,0.0038244218
2017-04-05,0.0148304079
2017-04-06,0.0032716516
2017-04-07,0.0017102382999999999
2017-04-10,-0.0052404662
2017-04-11,0.0059867695
2017-04-12,-0.0046019331
2017-04-13,0.0006506752
2017-04-14,-0.0091251106
2017-04-17,-0.0073626026
2017-04-18,-0.0078996519
2017-04-19,-0.0081416748
2017-04-20,0.00044583400000000004
2017-04-21,0.0003312947
2017-04-24,-0.0137465873
2017-04-25,0.0016092506
2017-04-26,0.0020033704999999997
2017-04-27,0.0036104273
2017-04-28,0.0007840588
2017-05-02,-0.0034698844
2017-05-03,-0.002661217
2017-05-04,-0.0025443125
2017-05-05,-0.0077799909
2017-05-08,-0.007871286600000001
2017-05-09,0.0006217086
2017-05-10,-0.0090055698
2017-05-11,0.0028548686
2017-05-12,0.007190232800000001
2017-05-15,0.0021779378
2017-05-16,0.0073571573
2017-05-17,-0.0027378085
2017-05-18,-0.0046071089
2017-05-19,0.0001591838
2017-05-22,-0.0048389149
2017-05-23,-0.0044636047
2017-05-24,0.0006952766000000001
2017-05-25,0.014280063999999999
2017-05-26,0.00071677
2017-05-31,0.0022890565
2017-06-01,-0.0046691594
2017-06-02,0.0009401076999999999
2017-06-05,-0.0044706879
2017-06-06,0.0033865021
2017-06-07,0.0123137809
2017-06-08,0.0031871543000000003
2017-06-09,0.0025606177
2017-06-12,-0.005864930900000001
2017-06-13,0.0044161927
2017-06-14,-0.007314768699999999
2017-06-15,0.0005788849
2017-06-16,-0.0029753043000000003
2017-06-19,0.0067904487
2017-06-20,-0.0013866990000000001
2017-06-21,0.0051586401
2017-06-22,-0.0027750355999999997
2017-06-23,0.0033105496
2017-06-26,0.0087308451
2017-06-27,0.0018060277
2017-06-28,-0.0056391068
2017-06-29,0.0046833145
2017-06-30,0.0013689819
2017-07-03,0.001091552
2017-07-04,-0.0041013963
2017-07-05,0.0076442975
2017-07-06,0.0016556214
2017-07-07,0.0017160455
2017-07-10,-0.0016547145999999998
2017-07-11,-0.002986461
2017-07-12,-0.0017151220000000001
2017-07-13,0.0064484807
2017-07-14,0.0013217478
2017-07-17,-0.0142601044
2017-07-18,0.0034952064
2017-07-19,0.0136182227
2017-07-20,0.0042985461
2017-07-21,-0.0021211978000000003
2017-07-24,0.0038966249
2017-07-25,-0.0021256083
2017-07-26,0.0012286626000000001
2017-07-27,0.0006486487000000001
2017-07-28,0.0010643793
2017-07-31,0.0060825201
2017-08-01,0.0059913934
2017-08-02,-0.0023025608
2017-08-03,-0.0036919301
2017-08-04,-0.0033143710999999996
2017-08-07,0.0053265693
2017-08-08,0.0007367684
2017-08-09,-0.0019195746999999999
2017-08-10,-0.0042202082000000005
2017-08-11,-0.0163127492
2017-08-14,0.0089819321
2017-08-15,0.0042940850000000004
2017-08-16,-0.0014795795000000001
2017-08-17,0.0067700386
2017-08-18,9.01044e-05
2017-08-21,0.0055621699
2017-08-22,0.0010101294
2017-08-23,-0.0007661479999999999
2017-08-24,-0.0049253812000000004
2017-08-25,0.018343324299999998
2017-08-28,0.0093438672
2017-08-29,0.0007656756
2017-08-30,-0.0004753024
2017-08-31,-0.0008372808
2017-09-01,0.0018772556000000002
2017-09-04,0.0037015616
2017-09-05,0.0014007644999999998
2017-09-06,0.0003166961
2017-09-07,-0.0058756619
2017-09-08,-7.57095e-05
2017-09-11,0.0033210680999999995
2017-09-12,0.0009090105
2017-09-13,0.0013786112000000001
2017-09-14,-0.0037591156999999997
2017-09-15,-0.005281564
2017-09-18,0.0027550832
2017-09-19,-0.0017883890999999999
2017-09-20,0.0027261613
2017-09-21,-0.0024312567
2017-09-22,-0.0015733161000000002
2017-09-25,-0.0032753479000000004
2017-09-26,0.0006086699
2017-09-27,0.0005051767
2017-09-28,-0.0016828528000000001
2017-09-29,0.002785029
2017-10-09,0.0075949335
2017-10-10,0.002551522
2017-10-11,0.0015654504999999999
2017-10-12,-0.0006445151
2017-10-13,0.0013063111
2017-10-16,-0.0035548790000000004
2017-10-17,-0.0019031393999999998
2017-10-18,0.0028923138
2017-10-19,-0.0034365195
2017-10-20,0.0025150051000000003
2017-10-23,0.0006070178999999999
2017-10-24,0.0022328814
2017-10-25,0.002552883
2017-10-26,0.0031409838000000002
2017-10-27,0.0027131674
2017-10-30,-0.0077485378
2017-10-31,0.0008862246
2017-11-01,0.0007576013
2017-11-02,-0.0037112264
2017-11-03,-0.0034183689
2017-11-06,0.0048728787
2017-11-07,0.00749684
2017-11-08,0.0005523241999999999
2017-11-09,0.0036113435
2017-11-10,0.0014232183
2017-11-13,0.0044171698
2017-11-14,-0.0053040809
2017-11-15,-0.0078796676
2017-11-16,-0.0009622855
2017-11-17,-0.004807766
2017-11-20,0.0028056635
2017-11-21,0.0053351334
2017-11-22,0.0058544534
2017-11-23,-0.0228966382
2017-11-24,0.0005675855
2017-11-27,-0.0094193765
2017-11-28,0.0034396176
2017-11-29,0.0012613775
2017-11-30,-0.0061936653
2017-12-01,0.0001293264
2017-12-04,-0.0024110978
2017-12-05,-0.0017957358000000002
2017-12-06,-0.0029392418
2017-12-07,-0.0066517408
2017-12-08,0.005482244200000001
2017-12-11,0.0097882293
2017-12-12,-0.012456220200000001
2017-12-13,0.0067738381
2017-12-14,-0.0032088042
2017-12-15,-0.0079884256
2017-12-18,0.000546609
2017-12-19,0.0087566339
2017-12-20,-0.0027097211999999996
2017-12-21,0.0037880455
2017-12-22,-0.0009079534
2017-12-25,-0.0050353906
2017-12-26,0.0078231688
2017-12-27,-0.0091774521
2017-12-28,0.0062891532000000005
2017-12-29,0.0032724943
2018-01-02,0.012443803600000001
2018-01-03,0.0062068331
2018-01-04,0.0049276539000000005
2018-01-05,0.0017839389
2018-01-08,0.0052272129
2018-01-09,0.0012964149
2018-01-10,0.0023242336
2018-01-11,0.0010259409999999998
2018-01-12,0.0010497629
2018-01-15,-0.0053813996
2018-01-16,0.0076545638999999995
2018-01-17,0.0023503795
2018-01-18,0.0087331119
2018-01-19,0.003772929
2018-01-22,0.0038700477
2018-01-23,0.0128928678
2018-01-24,0.0036544431
2018-01-25,-0.0031348248
2018-01-26,0.0027680242999999997
2018-01-29,-0.0098726331
2018-01-30,-0.0099323568
2018-01-31,-0.0020572195
2018-02-01,-0.0097256881
2018-02-02,0.0043809075
2018-02-05,0.0073413076
2018-02-06,-0.0335039715
2018-02-07,-0.018213746200000002
2018-02-08,-0.014265848800000001
2018-02-09,-0.0405265351
2018-02-12,0.007755833
2018-02-13,0.0097755467
2018-02-14,0.0044585194
2018-02-22,0.0216932019
2018-02-23,0.0062612303
2018-02-26,0.0123287634
2018-02-27,-0.0112644451
2018-02-28,-0.0099207857
2018-03-01,0.0044016889
2018-03-02,-0.0058729504
2018-03-05,0.0007368195
2018-03-06,0.010044931
2018-03-07,-0.005463694999999999
2018-03-08,0.0051157998
2018-03-09,0.0057049229
2018-03-12,0.0059064475
2018-03-13,-0.0049479376000000005
2018-03-14,-0.0056965677
2018-03-15,-8.200199999999999e-05
2018-03-16,-0.0064506769
2018-03-19,0.0028654244000000002
2018-03-20,0.0034728045
2018-03-21,-0.0029440474
2018-03-22,-0.0053252225
2018-03-23,-0.0339268173
2018-03-26,-0.0060388343
2018-03-27,0.010507314299999999
2018-03-28,-0.014008278999999998
2018-03-29,0.0122477752
2018-03-30,0.0026470239
2018-04-02,-0.0018042873
2018-04-03,-0.008392127000000001
2018-04-04,-0.0017604226
2018-04-09,0.0022938181
2018-04-10,0.0165784361
2018-04-11,0.0055668996
2018-04-12,-0.008704111
2018-04-13,-0.0066368393999999995
2018-04-16,-0.015322064500000001
2018-04-17,-0.0140974444
2018-04-18,0.0080220512
2018-04-19,0.0084030895
2018-04-20,-0.0147025896
2018-04-23,-0.0011494225
2018-04-24,0.0198549093
2018-04-25,-0.0035006249000000002
2018-04-26,-0.0137729825
2018-04-27,0.0023419282999999997
2018-05-02,-0.00034205739999999997
2018-05-03,0.0063875909
2018-05-04,-0.0031685418
2018-05-07,0.014756035999999998
2018-05-08,0.007923370899999999
2018-05-09,-0.0007424962
2018-05-10,0.0048312043
2018-05-11,-0.0035123031999999997
2018-05-14,0.0034043326
2018-05-15,0.0056982097
2018-05-16,-0.0070652457
2018-05-17,-0.0048217024
2018-05-18,0.0123707689
2018-05-21,0.0064312711
2018-05-22,0.0001584708
2018-05-23,-0.0141196523
2018-05-24,-0.0045168071
2018-05-25,-0.0042310232
2018-05-28,-0.0019804200999999997
2018-05-29,-0.0046638651
2018-05-30,-0.0253222561
2018-05-31,0.0177646903
2018-06-01,-0.0065697538
2018-06-04,0.0052204825
2018-06-05,0.007445221199999999
2018-06-06,0.0003130172
2018-06-07,-0.0018238109999999998
2018-06-08,-0.013619879800000002
2018-06-11,-0.0046834065
2018-06-12,0.0088505141
2018-06-13,-0.0097426075
2018-06-14,-0.0018482545
2018-06-15,-0.0073120014
2018-06-19,-0.0377506436
2018-06-20,0.0027200082
2018-06-21,-0.013691761899999998
2018-06-22,0.0048509465
2018-06-25,-0.0105281743
2018-06-26,-0.0051859236
2018-06-27,-0.0110144176
2018-06-28,-0.0093420696
2018-06-29,0.0217164498
2018-07-02,-0.0252372843
2018-07-03,0.0040823518
2018-07-04,-0.0099615779
2018-07-05,-0.0091493103
2018-07-06,0.0048819227
2018-07-09,0.0247089021
2018-07-10,0.0044459017
2018-07-11,-0.0176310849
2018-07-12,0.0215595518
2018-07-13,-0.0022817755
2018-07-16,-0.006054676
2018-07-17,-0.0056558861
2018-07-18,-0.0038843499
2018-07-19,-0.005278164199999999
2018-07-20,0.0204598273
2018-07-23,0.010699292499999999
2018-07-24,0.0160932742
2018-07-25,-0.0006591152
